UUID,Categoria,Ragione Sociale,Indirizzo,Sito,e-mail,Telefono,Facebook ID,Facebook URL,Google Place URL,Google Place ID,Latitude,Longitude,Categoria catastale
f2c6b37b-5637-4962-bfe7-f44eed002673,"",TICHE SRL,VIA CARAVAGGIO,,,0362/307865,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
6cbc97c1-3d89-46c8-af1f-bece7f666448,"",SCHNEIDER ELECTRIC IT ITALIA S.R.L.,VIA LAVORATORI AUTOBIANCHI,www.apc.com ,tiziano.tabellini@apcc.com ,0362/488011,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
64a8fe31-2450-4c78-a6ae-ec443d6a2728,"",NT GATE SRL,VIA VOLTA,,,02/87166485,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
6720b605-866d-4f7b-9afc-0b70ce1db44f,"",IMPRESA DEL MOBILE DI DANTE ARMANDO SRL,VIA VERDI,www.impresadante.com,impresadante@impresadante.com,0362/622506,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
4173f061-bdb6-4a2e-b19b-b5ee0092a43d,"",INCORVAIA MARCO & TUNDO ANTONIO SNC,VIA FORLANINI,,h1045@helvetia.it,0362/626916,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
34810573-b229-40b3-91d9-efae612a2f57,"",BLUETEAM TRAVEL NET SRL,VIA GARIBALDI,www.blueteamtravel.it,,0362/625221,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
a62000b2-77ca-472c-a6fb-81d56be25973,"",C.R. PROJECT SRL,VIA MATTEOTTI,,,0362/308251,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
b9a7e7a6-cefe-4def-9311-b2d7780d4bad,"",FOLDTANI SRL,VIA ROSSINI,www.foldtani.it, Foldtani s.r.l.,0362/1908081,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
209b0298-4f2c-4a2c-82fc-869979adca61,"",B25 SRL,VIA VOLTA,,,0362/638751,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
8bd20402-6ae9-49e0-a75f-842374ceb173,"",POCLEN GIUSEPPE,VIA BRAMANTE DA URBINO,,,,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
bc77e78a-4414-4d08-8098-a1b7753ebbe5,"",WI-COM SOLUTIONS SRL,VIA SERAO,www.wicomsolutions.it,info@wicomsolutions.it,0362/1722878,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
496e40ff-7a5a-47cf-b106-9aff05b83996,"",PRISTON FERDINANDO & C. SAS,VIA MONS. CATTANEO,,,"0362/627235
0362/622021","","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
87b5da7a-ccc7-462b-89a4-2fc92423f322,"",MANUTEK SRL,VIA CADUTI DI NASSIRIYA,www.manutecsrl.it,info@manutecsrl.it,0362/301149,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
6f8ad6b0-3722-47ca-a7c0-6a53656153ca,"",ATS BRIANZA,VIA NOVARA,www.aslmonzabrianza.it, info@ats-brianza.it,039/23841 ,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
2cf315d8-308a-4c67-872e-8496f07b363c,"",ASSIFIN SNC DI BASSETTI PAOLO E NEBULONI MASSIMO,VIA GARIBALDI,,,0362/304040,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
b89450f5-0312-4d84-b355-c530f3d736f5,"",QUADRIFOGLIO IMMOBILIARE SRL,VIA MAESTRI DEL LAVORO,www.quadrifoglioimmobiliare.com,segreteria@quadrifoglioimmobiliare.com,06/77201010,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
9e260d89-b512-42dc-b4eb-5eee41a6040b,"",H1 SRL,VIA BUOZZI,, direzione@h1srl.com,"307,878,933","","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
a30d1305-0eae-40f6-ab04-e0d473af7b61,"",BLICKLE ITALIA SRL,VIA LAVORATORI AUTOBIANCHI,www.blickle.it,,0362/186731,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
24eac706-e9bb-4219-b728-33c4a9a8a192,"",TREESSE ITALIA S.R.L.,VIA GARIBALDI,www.treesseitalia.it, protocollo@treesseitalia.it,0775/32951,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
92d8e092-8625-4f24-a611-f3314b9325e1,"",GLOBALIT SRL,VIA DEL GUADO,www.globalit.it,,039/793156,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
2b6ac0c5-5de1-4d44-a179-8e20a245e1ed,"",DECATHLON PRODUZIONE ITALIA SRL,VIA LAVORATORI AUTOBIANCHI,www.decathlonproduzioneitalia.it,,0362/61689 ,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
3253b99e-e50b-4aad-a576-4ce84faefa52,"",PLUMBING SRL,VIA LAVORATORI AUTOBIANCHI,,,0362/622419,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
9573f3ee-8772-4067-b726-23c160786fdb,"",BEGAS ENERGY INTERNATIONAL SPA,VIA GARIBALDI,, dbertelli@begas.it ,02/69364222,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
a0a5c98e-81d7-4c56-bc54-d9e5e7d36bc9,"",GABETTI AGENCY SPA,VIA GARIBALDI,www.gabetti.it, desio@gabetti.it,0362/303830,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
9a0490b9-469d-4fb6-a565-68c31dfc8276,"",GELSIA SRL,PIAZZA DON GIUSSANI,www.gelsiambiente.it,,Numero verde: 800-445964,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
b558a227-ec01-4c46-9e9f-bacaa114467e,"",INTESA SANPAOLO S.P.A.,PIAZZA CONCILIAZIONE,www.intesasanpaolo.com,,800-303303,"","","","","","",N Non Domestica 12 : BANCHE E ISTITUTI DI CREDITO
3ca6f7e7-93a3-4dcb-be1b-afd022664d7e,"",BNL GRUPPO BNP PARIBAS,VIA MATTEOTTI,www.bnl.it,,60060,"","","","","","",N Non Domestica 12 : BANCHE E ISTITUTI DI CREDITO
684b15c9-c49f-4a17-b2d4-5d8e6dc876ac,"",UGF BANCA SPA,VIA MILANO,www.unipolbanca.it,,800-112114,"","","","","","",N Non Domestica 12 : BANCHE E ISTITUTI DI CREDITO
78617559-4178-4891-a715-be4433ab9c95,"",UNICREDIT SPA,CORSO ITALIA,www.unicredit.it,,800-575757,"","","","","","",N Non Domestica 12 : BANCHE E ISTITUTI DI CREDITO
af310894-2593-4974-8e77-5087d04b6c24,"",EQUITALIA NORD SPA,VIA GARIBALDI,www.gruppoequitalia.it,,60101,"","","","","","",N Non Domestica 12 : BANCHE E ISTITUTI DI CREDITO
7445bda6-caf4-4ed1-82f9-fae94aa49e41,"",BANCA CARIGE ITALIA SPA,VIA MILANO,www.gruppocarige.it,,800-010090,"","","","","","",N Non Domestica 12 : BANCHE E ISTITUTI DI CREDITO
33f8b96e-27b4-4384-8b9a-5f6c1ab7cb2e,"",C.R.E. SNC DI CATTANEO M.& MASOLO A,VIA FORLANINI,www.trovailricambio.it,info@trovailricambio.it,0362/623686,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
9b948ee2-15b8-4ca6-968f-0657858fceb4,"",FOTOMONICA SAS,CORSO ITALIA,,,0362/627114,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
41152a9f-10fb-442f-b868-6aea2f473458,"",MAGIC STORE SNC DI LANIA G. & A.,VIA MATTEOTTI,,,0362/630544,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
eb2e9136-66c9-4ff3-8f00-c1e8733bc6aa,"",L'INCONTRO SNC,VIA MONS. CATTANEO,,,0362/624040,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
14244b50-55ed-4cee-8869-83183fc05ce6,"",PELLETTERIA CAIMI ROMANO SNC,VIA GARIBALDI,,,0362/627030,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
95c15b36-b557-45b9-876e-baf7705bea39,"",NEGOZIO DI ABBIGLIAMENTO DI ALIPRANDI LUIGI,VIA GARIBALDI,,,0362/629800,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
ee5367ec-669e-4b7d-8b4c-16a20e365e8c,"",M.S.R. DI MEDA STEFANIA SNC,CORSO ITALIA,,,0362/631560,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
f82ef47a-b931-4a3a-9aa6-fb34b3d50582,"",OTTICO DI BRIOSCHI RODOLFO,VIA GARIBALDI,,,0362/627017,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
83121da7-564f-463f-8aa1-c6ed17b3665f,"",ASSICURAZIONI RAMPAZZO LUIGI RENATO,VIA GARIBALDI,,,0362/627249,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
c568f1c5-d373-4722-acad-e030e4c7f1ab,"",ISAPEL DESIO DI SALA CARLO,CORSO ITALIA,,,0362/308259,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
232fbdfd-7609-4000-9575-f9f150827d84,"",BOUTIQUE GLORIA DI B. E G. SDF,VIA GARIBALDI,,,0362/620260,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
f61f885a-7c5f-4bef-b541-a391f5aa0be1,"",CONFEZIONI D'AGOSTA DI CARBONE M.P .,VIA GARIBALDI,,,0362/331042,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
1201f8e8-bc93-4fe2-bf11-a9222b116f45,"",NEGOZIO DI ABBIGLIAMENTO PER BAMBINI DI BRUGORA MARINELLA,CORSO ITALIA,,,0362/301740,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
adcc963f-7f4d-4b53-a63e-45647a3e18c5,"",LA CORTE SRL,CORSO ITALIA,,,0362/630136,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
12a1160b-96c3-49a7-a952-4b23bad8868c,"",LINEA VERDE SNC DI JOLE MAURI,VIA MANZONI,,,0362/624361,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
5c4831a1-8a10-44b2-a543-91998eb4ab8a,"",MAGLIFICIO MAZZONETTO,VIA MATTEOTTI,www.mazzonetto.it, mazzonetto@mazzonetto.it,0421 67276,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
fd0ac3b1-bafe-412d-a248-fbe27386be37,"",MANZOTTI ADRIANO & C. SDF,VIA GARIBALDI,,,,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
14a12cb2-cc16-4cdc-a4f2-469a6135e5b5,"",PICCADILLY DI SALA E RADICE,VIA GARIBALDI,www.piccadillydesio.it,info@piccadillydesio.it,0362/622196,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
7953e66f-5df7-477d-9782-3e0c34408e38,"",POZZI CLODOVEO & C. SNC,CORSO ITALIA,,,0362/621752,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
76b95e56-8921-4952-bdf7-0c91e7f17993,"",R.CINQUE SRL,VIA BINZAGO,www.rcinque.it,info@rcinque.it,0362/302431,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
e87d6574-059c-4068-87d4-3ac84f9a19b5,"",MERCERIA FIORANI ADRIANA,CORSO ITALIA,,,0362/630946,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
68acda88-cbd1-4543-8f85-b83809b3d2bc,"",PROFUMERIA DI FRANZA STEFANIA,CORSO ITALIA,,,0362/624024,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
3ae14e17-164f-4c2d-a923-28a36efd564e,"","SALA SPORT SAS DI SALA PAOLO, MARI O & C.",VIA GARIBALDI,,,0362/303253,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
e2b74373-e81b-46c6-ad59-3df1e58662c5,"",CARTOLERIA DI MONIDA SNC DI BERETTA MONICA E BERETTA DANILO,VIA GARIBALDI,,,0362/623105,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
27e5bafc-f505-42b9-9a7c-a1db7406e623,"",CARTOLERIA DI POLISANO GIUSEPPINA,VIA PARTIGIANI D'ITALIA,,,0362/628932,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
5e6a3639-c623-4408-bb41-c3eba791f132,"",OROLOGERIA SORMANI DI TOTI MAURIZI O & C. SAS,VIA GARIBALDI,,,0362/621574,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
e7f93313-d17a-4af7-a6f4-4ae3a403cb51,"",L'ANGOLO DELLE IDEE DI RIVA MARIA ANGELA,VIA GARIBALDI,,,0362/627815,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
5a8703e2-6227-4d41-8362-69a3c8f72efd,"",GIOIELLERIA PEDRON SNC,VIA PIO XI,,,0362/621029,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
2e2f6500-6979-44f8-8c4b-2cca16cd076d,"",BOLLICINE  SNC DI CATERINA D'ALONGES E IVANA,CORSO ITALIA,,,349/9030967,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
524a3c35-3a84-4684-b93d-364f7bcd7011,"",GIPSY MODA SRL,VIA GARIBALDI,,,0362/306509,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
ec37857f-4bbd-4bce-89c5-5974aef4170b,"",CRISTALLERIA DI VILLA LUCA,VIA PRATI,www.villacristalleria.it,info@villacristalleria.it,0362/622197 ,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
446165aa-51fa-4f11-81ba-1df1ae7c29f0,"",NEGOZIO DI CALZATURE ORTOPEDICHE DI GHINELLI MASSIMO,VIA LAMPUGNANI,www.ortopediasanitaria.org,osgm@libero.it,0362/300968,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
a79e45c3-8150-42aa-8437-536e3f35f55a,"",NEGOZIO D'ABBIGLIAMENTO DI GRASSO ANTONELLA,VIA LAMPUGNANI,,,0362/306678,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
f18d4f1f-3148-445d-bf24-43d8cde97eb5,"",OWANDY RADIOLOGIE ITALIA SRL,VIA DEL GUADO,www.owandy.it,,0362/621180,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
03f1fb09-d034-4fd5-9d36-057016db6c84,"",PROFUMERIA PAOLA DI DAL SANTO ANDREA E C. S.,VIA GARIBALDI,,,0362/627427,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
23d32f87-9220-47d3-b89e-5b241ddd61d4,"",TIEMME 40 S.R.L. DI SALMISTRARO FAUSTO E ARI,CORSO ITALIA,,,,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
59d20997-48e6-435c-9cd4-ab8cca8f08f0,"",FRIENDS SAS,PIAZZA DON GIUSSANI,,,0362/625727,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
61d516b5-5040-45f7-b8aa-1ed713987ac5,"",MODATEX S.R.L.,VIA SERAO,,,0362/301697,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
5d6b5f9f-e3e1-49de-b189-7d6f0162f60d,"",NEGOZIO DI COMPUTER FORGIA VINCENZO,VIA LAMPUGNANI,,,0362/638802,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
d6368b49-0dd4-4a23-8df4-3fe472740ecc,"",FERRAMENTA MEDA GIO BATTA,VIA PIO XI,www.ferramentameda.com,ferramentameda@virgilio.it,0362/621664,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
4bd10c2f-615a-41cb-b22c-d6b70e5ccc8a,"",ZOTTA ANTUONO,VIA SCIESA,,,0362/620835,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
03cecf15-5e91-4381-9d41-9a7c046677ba,"",PRODUZIONE E INGROSSO D'ABBIGLIAMENTO DI DELL'ORTO DANIELE SRL,VIA DELLE CAVE,www.dellortodaniele.it,info@dellortodaniele.it,0362/306289,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
78b62a8d-9285-484b-a245-e7ae44b42687,"",BOUTIQUE POLESEL MARIA,CORSO ITALIA,,,0362/624091,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
4bd6c6ad-b9cb-48c9-b007-34202fe48ee8,"",NEGOZIO ABITI DA SPOSA BRIVIO FEDERICA,CORSO ITALIA,www.lesposedifede.it,info@lesposedifede.it,349/6923793,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
cf889e54-7d02-4f22-b46c-65e4961cb0df,"",COMO MARIO,VIA LAMPUGNANI,,,0362/622313,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
c22d72f0-5816-49ae-9d0a-4eb741fb694f,"",CARTOLERIA RICCA MARIA ALICE,VIA NOVARA,,,0362/629917,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
ced6a32f-2d87-44b6-990a-33d13f46c137,"",NEGOZIO D'ABBIGIAMENTO DONNA GIUSSANI PATRIZIA,VIA GARIBALDI,,,0362/304396,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
1ff7ba6f-7403-47fa-834e-11506af3c7ca,"",NEGOZIO D'ABBIGLIAMENTO MONELLA DI D'ANDRIA ADDOLORATA,PIAZZA DON GIUSSANI,,,0362/300068,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
bd3fd24e-a71e-41b6-aff8-58a672f57441,"",RAMAVOX SAS RADAELLI DI FRANZOI GABRIELLA,VIA LOMBARDIA,,,036/2622778,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
ee41fd6a-a006-498a-91c9-894809ad4ce5,"",TELEFONIA DI RADAELLI ROBERTO,VIA LOMBARDIA,,,0362 302164,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
969516f6-39bb-487f-8733-0aa47d559857,"",STOCCO LUIGIA PATRIZIA,VIA DE GASPERI,,,0362 625660,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
0ea88d46-9318-4c78-90ac-21a190482987,"",TELEFONIA BRIANZA SRL,VIA FERMI,http://www.telefoniabrianza.it/,info@telefoniabrianza.com,0362 331906  ,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
b5b650e5-3c57-4236-a9b9-2041c9d6c2c0,"",LIBRERIA DI PROCACCI EMANUELE,VIA GARIBALDI,http://www.creval.it/Pagine/home.aspx,,0362 3070630 ,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
ead4748c-12c2-4e38-bd3b-29c6fb27219d,"",OTTICO GIACOMAZZO RAFFAELLO,VIA FERRAVILLA,,,0362 303563,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
1b5a7640-2eb9-4269-8165-c1569e9ed0a8,"",EUROMARKET SNC,VIA GARIBALDI,,, 0362 626686,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
97665ca7-d798-4e4e-914d-1c19be36e0c6,"",BFD DI MARCO FARINA E C. SNC,VIA ROSSINI,http://www.dixe.it/,,0362 308560 - 0362 308521,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
f197db0b-9ad0-49a8-a7c8-e33c39f6d434,"",GIOIELLERIA DI SOLLAMI MATTEO,VIA GARIBALDI,http://www.sollamigioielleria.it/,,0362 303674,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
2ebb8c32-58fd-4a6f-8071-a19c33f860b7,"",PUBBLIPHOTO & VIDEO DI PELLIZZONI TIZIANO & C. SNC,VIA GARIBALDI,,,0362 307388,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
ddb0ad08-8f3a-4d44-8c99-5d5c485be3a4,"",GOTTARDO SPA,VIA LEONCAVALLO,,,0362 638381,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
74f8e9ff-406c-457d-991b-84936b94b020,"",TREMOLADA ELENA GIUSEPPINA FRANCESCA,VIA GAVAZZI,,,0362 331097,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
c039a2ed-f53b-4f1b-9e46-b8fa13b459c6,"",MULTISERVICE ECO SNC,VIA GARIBALDI,,,0362 638119,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
c7e9106b-6cbe-45da-ab2e-16b46369e384,"",NEGOZI DI ARTICOLI DA REGALO DI LANZO SERENA,VIA GARIBALDI,,,0362 178 0012,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
451bbdbb-052f-4f5e-b684-0e21ccd372c6,"",ZITELLI ARTURO,VIA STADIO,,,,"","","","","","",N Non Domestica 14 : EDICOLE-FARMACIE-TABACCAI-PLURILICENZE
9949d3a8-859b-4ad0-b576-d48466d53ab8,"",FARMACIA DI MORONI ANDREA,VIA MILANO,,,0362 303840,"","","","","","",N Non Domestica 14 : EDICOLE-FARMACIE-TABACCAI-PLURILICENZE
cdfa8dbe-b4c8-4cfe-a50d-3c9807f9145f,"",CARTOLERIA DI COLZANI VIRGINIO,VIA MATTEOTTI,,,0362 625269,"","","","","","",N Non Domestica 14 : EDICOLE-FARMACIE-TABACCAI-PLURILICENZE
d3a4d67e-fa61-4b9e-bdaf-f038c58a2b31,"",GRESTINI GIAN FRANCO,VIA TAGLIABUE,,,,"","","","","","",N Non Domestica 14 : EDICOLE-FARMACIE-TABACCAI-PLURILICENZE
2ec347d7-7289-4b6a-baca-f90793d66e0a,"",FARMACIA RAVASI LUCIANO,CORSO ITALIA,,,0383 49541,"","","","","","",N Non Domestica 14 : EDICOLE-FARMACIE-TABACCAI-PLURILICENZE
ccf13fa2-189a-4759-a81f-1d0e1eb71118,"",FARMACIA SAN CARLO DI RIVABENE EVA R,VIA DE GASPERI,,,0362 623641,"","","","","","",N Non Domestica 14 : EDICOLE-FARMACIE-TABACCAI-PLURILICENZE
197a4c1f-5e0d-4fee-a98c-0a8cde7c3d6e,"",TRABATTONI GABRIELE,VIA GARIBALDI,,,03 62628873,"","","","","","",N Non Domestica 14 : EDICOLE-FARMACIE-TABACCAI-PLURILICENZE
4e7aec8c-ff20-4f12-b37c-4ca95904a972,"",PIOLTELLI GIUSEPPINA,VIA GARIBALDI,,,0362623960 - 0362627081,"","","","","","",N Non Domestica 14 : EDICOLE-FARMACIE-TABACCAI-PLURILICENZE
a6bc3cef-43d0-400f-92c8-b778c936109a,"",BAR DI GROSSO ANNA,VIA FERRAVILLA,,,0362 626357,"","","","","","",N Non Domestica 14 : EDICOLE-FARMACIE-TABACCAI-PLURILICENZE
2886605a-cfb3-41f6-94fd-eb60121bb1d1,"",VISMARA PAOLO,VIA MONTENERO,,,0362 337198,"","","","","","",N Non Domestica 14 : EDICOLE-FARMACIE-TABACCAI-PLURILICENZE
1032eff9-eca5-41a7-9bc0-82a7d2daed55,"",FORMENTI ORESTE,CORSO ITALIA,,,,"","","","","","",N Non Domestica 14 : EDICOLE-FARMACIE-TABACCAI-PLURILICENZE
1870ca19-a1e6-4c43-8407-28970eb2b1c9,"",FARMACIA DI PICCALUGA SILVIA,VIA GARIBALDI,www.farmaciapiccaluga.it,info@farmaciapiccaluga.it,0362 621660,"","","","","","",N Non Domestica 14 : EDICOLE-FARMACIE-TABACCAI-PLURILICENZE
d54a7d81-2849-4b6a-b24c-b0d3ba8abab4,"",FARMACIA GALBIATI SNC,VIA PARTIGIANI D'ITALIA,www.farmaciagalbiatidesio.it,,0362 621350,"","","","","","",N Non Domestica 14 : EDICOLE-FARMACIE-TABACCAI-PLURILICENZE
6442716a-79b2-4149-a02a-0699fe3d50c2,"",GHEZZI MARCO GIOVANNI,VIA MATTEOTTI,http://www.ghezzioro.tk,  desioreficeriaghezzi@libero.it,0362 625255,"","","","","","",N Non Domestica 15 : NEGOZI PARTICOLARI (FILATELIA-TESSUTI-ANTIQUAR.-.)
ef286205-51c4-41e1-9aed-29b6fe03ca92,"",SOLARIA SRL,VIA CADORNA,http://solariasrl.it,info@solariasrl.it,116407475,"","","","","","",N Non Domestica 15 : NEGOZI PARTICOLARI (FILATELIA-TESSUTI-ANTIQUAR.-.)
